TIME,PRICE,SIGNAL,P&L
2022-05-20 15:29:00+05:30,3668.0,sell,0
2022-05-20 15:29:00+05:30,3668.0,sell,0
2022-05-20 15:29:00+05:30,3668.0,sell,0
