TIME,PRICE,SIGNAL,P&L
2022-05-23 12:22:09+05:30,692.9500122070312,,0
2022-05-23 12:23:43+05:30,693.0,,0
2022-05-23 12:24:11+05:30,692.9500122070312,,0
