TIME,PRICE,SIGNAL,P&L
2022-05-23 12:22:04+05:30,5890.9501953125,,0
2022-05-23 12:23:30+05:30,5890.75,,0
2022-05-23 12:24:07+05:30,5892.9501953125,,0
