TIME,PRICE,SIGNAL,P&L
2022-05-23 12:22:08+05:30,12770.0,,0
2022-05-23 12:23:30+05:30,12761.150390625,,0
2022-05-23 12:23:52+05:30,12767.4501953125,,0
