TIME,PRICE,SIGNAL,P&L
2022-05-23 12:22:02+05:30,3182.14990234375,,0
2022-05-23 12:23:05+05:30,3182.64990234375,,0
2022-05-23 12:24:02+05:30,3184.300048828125,,0
