TIME,PRICE,SIGNAL,P&L
2022-05-23 12:22:10+05:30,331.8999938964844,,0
2022-05-23 12:23:38+05:30,331.95001220703125,,0
2022-05-23 12:24:06+05:30,331.95001220703125,,0
